"id","journal_title","publishers_name","issn_number","link","aim_identifier","medline","google_scholar_index","impact_factor","sjr","h_index","eigen_factor","eigen_metrix","snip","snip_metrix","open_access_journal","listed_in_doaj","present_issn","publisher_in_cope","online_publisher_africa","hosted_on_inasps","country_id","language_id","platform_id","thematic_area_id"
"437","African Journal of Current Medical Research","African Current Medical Research Limited",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"13","1","1","2"
"438","African Journal of Educational Studies in Mathematics and Sciences","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"13","1","1","5"
"439","African Journal of Management Research","Taylor and Francis Ltd",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"13","1","1","5"
"440","Agricultural and Food Science Journal of Ghana","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"13","1","1","4"
"441","Contemporary Journal of African Studies","Routledge",NULL,"nan",False,NULL,True,17,True,37,False,"nan",False,NULL,False,False,True,False,False,True,"13","1","1","5"
"442","Ghana Dental Journal","Ghana Dental Association (GDA)",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"13","1","1","2"
"443","Ghana Journal of Agricultural Science","Council for Scientific and Industrial Research of Ghana",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"13","1","1","4"
"444","Ghana Journal of Development Studies","Faculty of Integrated Development Studies of SD Dombo University of Business and Integrated Development Studies, Ghana",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,True,"13","1","1","5"
"445","Ghana Journal of Forestry","Forestry Research Institute of Ghana. ",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"13","1","1","1"
"446","Ghana Journal of Geography","Department of Geography and Resource Development, University of Ghana",NULL,"nan",False,NULL,True,12,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"13","1","1","1"
"447","Ghana Journal of Linguistics","Linguistics Association of Ghana. ",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"13","1","1","5"
"448","Ghana Journal of Science","Council for Scientific and Industrial Research of Ghana.",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"13","1","1","1"
"449","Ghana Library Journal","Ghana Library Association.",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"13","1","1","5"
"450","Ghana Medical Journal","Ghana Medical Association",NULL,"nan",True,True,True,18,True,26,False,"nan",True,"0.47",True,True,True,False,True,True,"13","1","1","2"
"451","Ghana Mining Journal","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"13","1","1","1"
"452","International Journal of Pedagogy, Policy and ICT in Education","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"13","1","1","5"
"453","Journal of Applied Science and Technology","International Centre for Materials Science and Technology (ICMST-Gh) and the Materials Research Society of Ghana (MRS-Gh)",NULL,"nan",False,NULL,True,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"13","1","1","1"
"454","Journal of Business Research","Institute of Professional Studies",NULL,"nan",False,NULL,True,173,False,NULL,True,"1.4",True,"3.24",False,False,True,False,True,True,"13","1","1","3"
"455","Journal of Medical and Biomedical Sciences","Tamale: School of Medicine and Health Science",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"13","1","1","2"
"456","Journal of Philosophy and Culture","IPRJB",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"13","1","1","5"
"457","Journal of Science and Technology (Ghana)","University Books & Publications Committee, Kwame Nkrumah University of Science and Technology (KNUST)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"13","1","1","1"
"458","Journal of the Ghana Institution of Engineers","Ghana Institution of Engineering (GhIE)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"13","1","1","1"
"459","Journal of the Ghana Science Association","Ghana Science Association",NULL,"nan",False,NULL,False,NULL,True,2,False,"nan",False,NULL,False,False,True,False,True,True,"13","1","1","1"
"460","Legon Journal of the Humanities","College of Humanities, University of Ghana.",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,True,True,False,True,True,"13","1","1","5"
"461","Mathematics Connection","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"13","1","1","5"
"462","Regional Maritime University Journal","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"13","1","1","1"
"463","Research Review of the Institute of African Studies","Institute of African Studies",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"13","1","1","5"
"464","Studies in Gender and Development in Africa","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,True,"13","1","1","5"
"465","West African Journal of Applied Ecology","nan",NULL,"nan",False,NULL,True,10,True,15,False,"nan",True,"0.31",True,False,True,False,True,True,"13","1","1","1"
"466","African Journal of Accounting and Social Science Studies","The Tanzania Institute of Accountancy",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"14","1","1","3"
"467","African Journal of Economic Review","The Open University of Tanzania, Faculty of Arts and Social sciences,Departyment of economic and community economic development",NULL,"nan",False,NULL,True,15,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"14","1","1","3"
"468","African Journal of Finance and Management","Institute of Finance Management",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"14","1","1","3"
"469","Dar Es Salaam Medical Students' Journal","Tanzania Medical Students’ Association",NULL,"nan",True,True,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"14","1","1","2"
"470","East African Health Research Journal","East African Health Research Commission (EAHRC) of the East African Community (EAC",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"14","1","1","2"
"471","East African Journal of Education and Social Sciences","GITOYA CENTRE FOR ACADEMIC RESEARCH AND DISSEMINATION",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"14","1","1","5"
"472","East African Journal of Public Health","East African Public Health Association",NULL,"nan",True,True,False,NULL,True,23,False,"nan",False,NULL,False,False,True,False,True,True,"14","1","1","2"
"473","Huria: Journal of the Open University of Tanzania","nan",NULL,"nan",False,NULL,True,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"14","1","1","5"
"474","IMTU Medical Journal","International Medical and Technological University (IMTU) ",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"14","1","1","2"
"475","Jarida la Chama cha Lugha na Fasihi ya Kiswahili Tanzania (CHALUFAKITA)","CHALUFAKITA",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,True,"14","1","1","5"
"476","Journal of Building and Land Development","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"14","1","1","5"
"477","Journal of Sociology and Development","St. Augustine University of Tanzania",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"14","1","1","5"
"478","Kioo cha Lugha","Idara ya Kiswahili, Chuo Kikuu cha Dar es Salaam",NULL,"nan",False,NULL,True,2,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"14","3","1","5"
"479","Kiswahili","nan",NULL,"nan",False,NULL,True,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"14","3","1","5"
"480","Tanzania Dental Journal","Tanzanian Dental Association",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,True,"14","1","1","4"
"481","Tanzania Journal of Agricultural Sciences","FACULTY OF AGRICULTURE, SOKOINE UNIVERSITY OF AGRICULTURE",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"14","1","1","4"
"482","Tanzania Journal of Development Studies","Institute of Development Studies",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"14","1","1","5"
"483","Tanzania Journal of Engineering and Technology","College of Engineering and Technology, University of Dar es Salaam.",NULL,"nan",False,NULL,True,1,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"14","1","1","1"
"484","Tanzania Journal of Forestry and Nature Conservation","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"14","1","1","5"
"485","Tanzania Journal of Health Research","Tanzania Journal of Health Research","1821-6404","nan",True,True,True,11,True,28,False,"nan",False,NULL,True,False,True,False,True,True,"14","1","1","2"
"486","Tanzania Journal of Science"," College of Natural and Applied Sciences, University of Dar es Salaam",NULL,"nan",False,NULL,True,10,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"14","1","1","1"
"487","Tanzania Medical Journal","the Medical Association of Tanzania (MAT)",NULL,"nan",True,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"14","1","1","2"
"488","Tanzania Veterinary Journal","nan",NULL,"nan",False,NULL,True,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"14","1","1","4"
"489","University of Dar es Salaam Library Journal","University of Dar es Salaam Library Services",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"14","1","1","5"
"490","Western Indian Ocean Journal of Marine Science","Western Indian Ocean Marine Science Association (WIOMSA).",NULL,"nan",False,NULL,True,9,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"14","1","1","1"
"491","African Journal of Gastroenterology and Hepatology","nan",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"15","1","1","2"
"492","African Journal of Urology"," Pan African Urological Surgeons‘ Association (PAUSA)",NULL,"nan",True,True,False,NULL,True,14,False,"nan",False,NULL,True,True,True,True,False,True,"15","1","1","2"
"493","Alexandria Journal of Medicine","Informa - Taylor and Francis Group",NULL,"nan",False,True,True,24,False,NULL,False,"nan",False,NULL,True,True,True,True,False,True,"15","1","1","2"
"494","Annals of Pediatric Surgery","Lippincott Williams and Wilkins Ltd.",NULL,"nan",False,True,False,NULL,True,7,False,"nan",True,"0.53",True,True,True,True,False,True,"15","1","1","2"
"495","Egyptian Journal of Biochemistry and Molecular Biology","Ain Shams University, Biochemistry Department, Faculty of Medicine",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"15","1","1","1"
"496","Egyptian Journal of Biology","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"15","1","1","1"
"497","Egyptian Journal of Biomedical Sciences","Mansoura University, published in collaboration with Taylor & Francis ",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"15","1","1","1"
"498","Egyptian Journal of Biotechnology","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"15","1","1","1"
"499","Egyptian Journal of Hospital Medicine","Ain Shams University. ",NULL,"nan",True,True,True,17,False,NULL,False,"nan",True,"0.1",True,False,True,False,True,True,"15","1","1","2"
"500","Egyptian Journal of Medical Human Genetics","nan",NULL,"nan",False,True,True,19,True,22,False,"nan",True,"0.52",True,True,True,True,False,True,"15","1","1","2"
"501","Egyptian Journal of Medical Laboratory Sciences","nan",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"15","1","1","2"
"502","Egyptian Journal of Natural History","Egyptian British Biological Society ",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"15","1","1","5"
"503","Egyptian Journal of Pediatric Allergy and Immunology (The)","Children’s Hospital,  Ain Shams University, Ramses Street, Abbassiya, Cairo",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,True,"15","1","1","2"
"504","Evidence-Based Nursing Research","Egyptian Electronic",NULL,"nan",False,True,True,19,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"15","1","1","2"
"505","Mansoura Veterinary Medical Journal","Department of Surgery, Faculty of Veterinary Medicine, Mansoura University",NULL,"nan",False,False,True,7,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"15","1","1","2"
"506","Microbes and Infectious Diseases","Zagazig University",NULL,"nan",False,False,True,7,False,NULL,False,"nan",False,NULL,True,True,True,True,True,True,"15","1","1","2"
"507","New Egyptian Journal of Microbiology","nan",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"15","1","1","2"
"508","Scientific Medical Journal","nan",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"15","1","1","2"
"509","Zagazig Journal of Occupational Health and Safety","Occupational and Environmental Health Services Center, Faculty of Medicine, Zagazig University",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,True,True,True,"15","1","1","2"
"510","African Journal of Neurological Sciences","Pan African Association of Neurological Sciences",NULL,"nan",True,False,True,3,True,11,False,"nan",False,NULL,True,False,True,False,True,True,"16","1","1","2"
"511","Afrique Science: Revue Internationale des Sciences et Technologie","nan",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,True,"16","2","1","2"
"512","Agronomie Africaine","nan",NULL,"nan",False,NULL,True,7,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"16","2","1","4"
"513","Sciences & Nature","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"16","1","1","1"
"514","Journal of the Eritrean Medical Association","nan",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,True,"17","1","1","2"
"515","Lwati: A Journal of Contemporary Research","Universal Academic Publishers",NULL,"nan",False,NULL,True,8,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"18","1","1","1"
"516","UNISWA Journal of Agriculture","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,False,True,"18","1","1","4"
"517","UNISWA Research Journal of Agriculture, Science and Technology","Faculties of Agriculture, Health Sciences and Science of the University of Swaziland",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,False,True,"18","1","1","4"
"518","Orapuh Journal","Orapuh, Inc.",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,True,True,False,True,True,"19","1","1","1"
"519","Review of Southern African Studies","Institute of Southern African Studies, National University of Lesotho",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"20","1","1","1"
"520","AlQalam Journal of Medical and Applied Sciences","University of Tripoli Alahlia, Janzur, Libya",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"21","1","1","2"
"521","Libyan Journal of Medicine","Taylor & Francis Online",NULL,"nan",True,True,True,19,True,25,True,"<0.1",True,"0.75",True,True,True,True,False,True,"21","1","1","2"
"522","Open Veterinary Journal","Faculty of Veterinary Medicine, University of Tripoli ",NULL,"nan",False,NULL,True,19,True,16,False,"nan",True,"0.61",True,True,True,False,True,True,"21","1","1","4"
"523","Madagascar Conservation & Development","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,False,True,"22","1","1","5"
"524","Journal of Development and Communication Studies","Development Media Consulting",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"23","1","1","5"
"525","Journal of Humanities","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"23","1","1","5"
"526","Malawi Journal of Science and Technology","Faculty of Science, Chancellor College in Malawi ",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"23","1","1","1"
"527","Malawi Medical Journal","nan",NULL,"nan",True,True,True,18,True,24,True,"<0.1",True,"0.51",True,True,True,False,True,True,"23","1","1","2"
"528","Archives of Medical and Biomedical Research","International Association of Medical and Biomedical Researchers (IAMBR) and the Society for Free Radical Research Africa (SFRR-Africa)",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"24","1","1","2"
"529","Internet Journal of Medical Update – EJOURNAL","nan",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"24","1","1","2"
"530","University of Mauritius Research Journal","University of Mauritius",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"24","1","1","5"
"531","African Journal of Governance and Development","Centro de Investigação Científica (CIC), Artworks Communications",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"25","1","1","5"
"532","BNR Economic Review","National Bank of Rwanda (NBR) is the central bank of Rwanda.",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"26","1","1","3"
"533","Rwanda Journal","nan",NULL,"nan",False,NULL,True,NULL,True,6,False,"nan",False,NULL,True,True,True,False,True,True,"26","1","1","5"
"534","Rwanda Journal of Agricultural Sciences","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"26","1","1","4"
"535","Rwanda Journal of Engineering, Science, Technology and Environment"," University of Rwanda - College of Science and Technology. ",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"26","1","1","1"
"536","Rwanda Journal of Health Sciences"," Kigali Health Institute",NULL,"nan",False,True,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"26","1","1","2"
"537","Rwanda Journal of Medicine and Health Sciences","College of Medicine and Health Sciences, University of Rwanda",NULL,"nan",False,NULL,True,8,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"26","1","1","2"
"538","Rwanda Journal of Social Sciences, Humanities and Business","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"26","1","1","5"
"539","Rwanda Medical Journal","Rwanda Biomedical Centre (RBC)",NULL,"nan",True,True,False,NULL,True,6,False,"nan",True,"0.1",True,True,True,False,True,True,"26","1","1","2"
"540","Rwandan Journal of Education","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"26","1","1","5"
"541","Africa Development","Council for the Development of Social Science Research in Africa",NULL,"nan",False,NULL,True,NULL,False,NULL,False,"nan",True,"0.48",True,False,True,False,True,True,"27","1","1","5"
"542","African Environment","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"27","1","1","5"
"543","African Journal of International Affairs","CODESRIA, Dakar, Senegal",NULL,"nan",False,NULL,False,NULL,True,20,False,"nan",False,NULL,True,False,True,False,True,True,"27","1","1","5"
"544","African Sociological Review / Revue Africaine de Sociologie","CODESRIA",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"27","4","1","5"
"545","Afrika Statistika","Statistics and Probability African Society",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"27","4","1","5"
"546","Journal des Sciences Pour l'Ingénieur","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"27","4","1","1"
"547","Sierra Leone Journal of Biomedical Research","College of Medicine and Allied Health Sciences, University of Sierra Leone",NULL,"nan",True,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"28","1","1","1"
"548","South Sudan Medical Journal","Health and Social Sciences Research Institute - South Sudan (HSSRI-SS)",NULL,"nan",True,True,True,8,False,NULL,False,"nan",False,NULL,True,True,True,False,True,True,"29","1","1","2"
"549","Arab Journal of Nephrology and Transplantation","Arab Society of Nephrology and Renal Transplantation.",NULL,"nan",False,True,False,NULL,True,12,False,"nan",False,NULL,True,False,False,False,True,True,"30","1","1","2"
"550","Sudan Journal of Medical Sciences","nan",NULL,"nan",True,True,True,11,False,NULL,False,"nan",False,NULL,True,True,True,False,True,True,"30","1","1","2"
"551","Sudanese Journal of Dermatology","Sudanese Association of Dermatologists",NULL,"nan",True,True,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"30","1","1","2"
"552","Journal de la Recherche Scientifique de l’Université de Lomé","Direction de la Recherche de l’Université de Lomé (Togo)",NULL,"nan",False,NULL,True,4,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"31","4","1","1"
"553","Journal Tunisien d'ORL et de Chirurgie Cervico-Faciale","nan",NULL,"nan",True,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"32","4","1","1"
"554","International Journal of Modern Anthropology","Tunisian Association of Anthropology,",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,True,True,False,True,True,"32","1","1","5"
"555","African Crop Science Journal","African Crop Science Society",NULL,"nan",False,NULL,True,11,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"33","1","1","4"
"556","African Health Sciences","Makerere University",NULL,"nan",True,True,True,30,True,54,True,"0.2",True,"0.52",True,False,True,False,True,True,"33","1","1","2"
"557","African Journal of Tropical Hydrobiology and Fisheries","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"33","1","1","1"
"558","East African Journal of Peace and Human Rights","School of Law, Makerere University",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"33","1","1","5"
"559","East and Central African Journal of Surgery","nan",NULL,"nan",True,True,True,5,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"33","1","1","2"
"560","Eastern Africa Journal of Rural Development","Ugandan Agricultural Economics Association",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"33","1","1","5"
"561","Journal of Interventional Epidemiology and Public Health","African Field Epidemiology Network (AFENET)",NULL,"nan",False,False,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"33","1","1","2"
"562","Journal of Science and Sustainable Development","Uganda Martyrs University Research Directorate",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,True,True,False,True,True,"33","1","1","1"
"563","Makerere Journal of Higher Education","Department of Higher Education of Makerere University",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"33","1","1","1"
"564","Mtafiti Mwafrika (African Researcher)","nan",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"33","4","1","5"
"565","Pan African Medical Journal","nan",NULL,"nan",True,True,True,40,True,43,False,"nan",True,"0.53",True,True,True,False,True,True,"33","1","1","2"
"566","Uganda Journal","Uganda Society",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"33","1","1","5"
"567","Uganda Journal of Agricultural Sciences","National Agricultural Research Organisation",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"33","1","1","4"
"568","Journal of Science and Technology (Zambia)","University of Zambia Press.",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"34","1","1","1"
"569","Medical Journal of Zambia","Zambia Medical Association",NULL,"nan",True,True,True,7,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"34","1","1","2"
"570","African Journal of Social Work","National Association of Social Workers (Zimbabwe)",NULL,"nan",False,NULL,True,13,True,7,False,"nan",True,"0.57",True,True,True,False,True,True,"35","1","1","5"
"571","Central African Journal of Medicine","University of Zimbabwe",NULL,"nan",True,True,False,NULL,True,27,False,"nan",False,NULL,False,False,True,False,True,True,"35","1","1","2"
"572","JASSA: Journal of Applied Science in Southern Africa","School of Social Work, Harare",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"35","1","1","1"
"573","Journal of Social Development in Africa","School of Social Work, Harare",NULL,"nan",False,NULL,False,NULL,True,14,False,"nan",False,NULL,False,False,True,False,True,True,"35","1","1","5"
"574","Southern Africa Journal of Education, Science and Technology","Bindura University of Science Education (BUSE)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,True,False,True,True,"35","1","1","5"
"575","Transactions of the Zimbabwe Scientific Association","Zimbabwe Scientific Association",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"35","1","1","1"
"576","Zambezia: The Journal of Humanities of the University of Zimbabwe","University of Zimbabwe",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"35","1","1","5"
"577","Zimbabwe Journal of Educational Research","University of Zimbabwe",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"35","1","1","5"
"578","Zimbabwe Journal of Technological Sciences","Bulawayo: National University of Science and Technology",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,True,"35","1","1","1"
"579","Zimbabwe Science News","Zimbabwe Scientific Association",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"35","1","1","1"
"580","Zimbabwe Veterinary Journal","Zimbabwe Veterinary Association",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,True,"35","1","1","4"
"581","ACCORD Occasional Paper","ACCORD",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,True,False,False,False,True,False,"10","1","2","5"
"582","The Accountant","South African Institute of Professional Accountants (SAIPA)",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","3"
"583","Acta Academica","University of the Free State",NULL,"nan",False,NULL,False,NULL,True,12,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"584","Acta Classica : Proceedings of the Classical Association of South Africa","Classical Association of South Africa (CASA)",NULL,"nan",False,NULL,True,3,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"585","Acta Commercii","AOSIS",NULL,"nan",False,NULL,True,17,False,NULL,False,"nan",False,NULL,False,False,True,True,True,False,"10","1","2","3"
"586","Acta Criminologica : African Journal of Criminology & Victimology","Criminological Society of Africa (CRIMSA)",NULL,"nan",False,NULL,True,8,False,NULL,False,"nan",False,NULL,False,False,False,False,True,False,"10","1","2","5"
"587","Acta Germanica : German Studies in Africa","Association for German Studies in Southern Africa",NULL,"nan",False,NULL,False,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
"588","Acta Juridica","Juta and Company (Pty) Ltd (Juta's Law Journals)",NULL,"nan",False,NULL,True,NULL,False,NULL,False,"nan",False,NULL,False,False,True,False,True,False,"10","1","2","5"
